DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT
2010-01-19	20041166	Fellay J	2009-12-24	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20041166	Common genetic variation and the control of HIV-1 in humans.	HIV-1 control	2,362 European ancestry cases	NA	Illumina [NR]	42
2010-01-13	20032318	Sleiman PM	2009-12-23	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/20032318	Variants of DENND1B associated with asthma in children.	Asthma	793 European ancestry cases, 1,988 European ancestry controls	917 European ancestry cases, 1,546 European ancestry controls, 1,667 African American cases, 2,045 African American controls	Illumina [~ 550000]	2
2009-12-28	20023658	Mangold E	2009-12-20	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20023658	Genome-wide association study identifies two susceptibility loci for nonsyndromic cleft lip with or without cleft palate.	Orofacial clefts	399 European ancestry cases, 1,318 European ancestry controls	655 European ancestry triads	Illumina [521288]	6
2009-12-28	20018961	Zhang FR	2009-12-16	N Engl J Med	www.ncbi.nlm.nih.gov/pubmed/20018961	Genomewide association study of leprosy.	Leprosy	706 Han Chinese ancestry cases, 1,225 Han Chinese ancestry controls	3,254 Chinese ancestry cases, 5,955 Chinese ancestry controls	Illumina [491883]	6
2013-11-09	20018918	Solovieff N	2009-12-16	Blood	www.ncbi.nlm.nih.gov/pubmed/20018918	Fetal hemoglobin in sickle cell anemia: genome-wide association studies suggest a regulatory region in the 5' olfactory receptor gene cluster.	Fetal hemoglobin levels	848 Black cases	305 Black cases, 406 Chinese ancestry cases, 113 Thai ancestry cases	Illumina [~ 600000]	3
2009-12-28	20010834	Repapi E	2009-12-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20010834	Genome-wide association study identifies five loci associated with lung function.	Pulmonary function	20,288 European ancestry individuals	up to 54,276 European ancestry individuals	Affymetrix, Illumina [~ 2500000] (imputed)	7
2010-01-13	20010835	Hancock DB	2009-12-13	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/20010835	Meta-analyses of genome-wide association studies identify multiple loci associated with pulmonary function.	Pulmonary function	20,890 European ancestry individuals	16,178 European ancestry individuals	Affymetrix, Illumina [2534500] (imputed)	8
2010-01-08	20012890	Ronald A	2009-12-13	Behav Genet	www.ncbi.nlm.nih.gov/pubmed/20012890	A genome-wide association study of social and non-social autistic-like traits in the general population using pooled DNA, 500 K SNP microarrays and both community and diagnosed autism replication samples.	Social and non-social autistic-like traits	1,462 European ancestry individuals	3,494 European ancestry individuals	Affymetrix [up to 435457]	0
2010-03-22	20175129	Zhao LJ	2009-12-11	J Bone Miner Res	www.ncbi.nlm.nih.gov/pubmed/20175129	Genome-wide association study for femoral neck bone geometry.	Femoral neck bone geometry	987 European ancestry individuals	1,488 European ancestry individuals, 2,118 Chinese ancestry individuals	Affymetrix [379319]	0
2009-12-28	19961619	Castro-Giner F	2009-12-06	BMC Med Genet	www.ncbi.nlm.nih.gov/pubmed/19961619	A pooling-based genome-wide analysis identifies new potential candidate genes for atopy in the European Community Respiratory Health Survey (ECRHS).	Atopy	75 European ancestry atopy and asthma cases, 75 European ancestry atopy only cases, 75 European ancestry controls	429 European ancestry atopy cases, 222 European ancestry controls	Illumina [NR]	1
2009-12-28	19966805	Wallace C	2009-12-06	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19966805	The imprinted DLK1-MEG3 gene region on chromosome 14q32.2 alters susceptibility to type 1 diabetes.	Type 1 diabetes	7,514 European ancestry cases, 9,045 European ancestry controls	4,840 European ancestry cases, 2,670 European ancestry controls, 5,766 European ancestry familial triads	Affymetrix, Illumina [~ 2600000] (imputed)	2
2010-01-07	20011104	Richards JB	2009-12-05	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/20011104	A genome-wide association study reveals variants in ARL15 that influence adiponectin levels.	Adiponectin levels	8,531 European ancestry individuals	6,202 European ancestry individuals	Affymetrix, Illumina [~ 2200000] (imputed)	3
2010-01-13	20018283	Heid IM	2009-12-02	Atherosclerosis	www.ncbi.nlm.nih.gov/pubmed/20018283	Clear detection of ADIPOQ locus as the major gene for plasma adiponectin: results of genome-wide association analyses including 4659 European individuals.	Adiponectin levels	4,659 European ancestry individuals	13,795 European ancestry individuals	Affymetrix, Illumina [2585854] (imputed)	1
2013-09-06	19954339	Yin CS	2009-12-01	J Altern Complement Med	www.ncbi.nlm.nih.gov/pubmed/19954339	Genome-wide association study of the four-constitution medicine.	Sasang constitutional medicine type	60 Korean ancestry individuals	NA	Illumina [353202]	0
2009-12-28	19950302	Zhou X	2009-11-30	Arthritis Rheum	www.ncbi.nlm.nih.gov/pubmed/19950302	HLA-DPB1 and DPB2 are genetic loci for systemic sclerosis: a genome-wide association study in Koreans with replication in North Americans.	Systemic sclerosis	133 Korean ancestry cases, 557 Korean ancestry controls	1,107 European ancestry cases, 2,747 European ancestry controls	Affymetrix [440734]	0
2009-12-18	19944697	Karlsen TH	2009-11-25	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/19944697	Genome-wide association analysis in primary sclerosing cholangitis.	Primary sclerosing cholangitis	285 European ancestry cases, 298 European ancestry controls	766 European ancestry cases, 2,935 European ancestry controls	Affymetrix [375487]	0
2013-09-24	19936222	Chasman DI	2009-11-20	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/19936222	Forty-three loci associated with plasma lipoprotein size, concentration, and cholesterol content in genome-wide analysis.	Lipid metabolism phenotypes	Up to 17,296 European ancestry female individuals	Up to 2,700 individuals, Up to 2,000 European ancestry cardiovascular heart disease cases and controls	Illumina [335603]	73
2009-12-28	20183929	Nuinoon M	2009-11-19	Hum Genet	www.ncbi.nlm.nih.gov/pubmed/20183929	A genome-wide association identified the common genetic variants  influence disease severity in beta0-thalassemia/hemoglobin E.	Beta thalassemia/hemoglobin E disease	235 Thai-Chinese ancestry mild cases, 383 Thai-Chinese ancestry severe cases	52 Indonesian ancestry mild cases, 122 Indonesian ancestry severe cases	Illumina [548094]	3
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	Illumina [463185]	10
2009-12-10	19915574	Imielinski M	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915574	Common variants at five new loci associated with early-onset inflammatory bowel disease.	Inflammatory bowel disease (early onset)	2,413 European ancestry cases, 6,158 European ancestry controls	1,013 European ancestry cases, 5,805 European ancestry controls	Illumina [~ 500000]	4
2009-12-11	19915572	Barrett JC	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915572	Genome-wide association study of ulcerative colitis identifies three new susceptibility loci, including the HNF4A region.	Ulcerative colitis	2,361 European ancestry cases, 5,417 European ancestry controls	2,321 European ancestry cases, 4,818 European ancestry controls	Affymetrix [NR]	13
2009-12-14	19915573	Asano K	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915573	A genome-wide association study identifies three new susceptibility loci for ulcerative colitis in the Japanese population.	Ulcerative colitis	376 Japanese ancestry cases, 934 Japanese ancestry controls	376 Japanese ancestry cases, 1,097 Japanese ancestry controls	Illumina [513923]	7
2009-12-10	19915576	Satake W	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915576	Genome-wide association study identifies common variants at four loci as genetic risk factors for Parkinson's disease.	Parkinson's disease	988 Japanese ancestry cases, 2,521 Japanese ancestry controls	933 Japanese ancestry cases, 15,753 Japanese ancestry controls	Illumina [435470]	4
2010-01-07	20039944	Docherty SJ	2009-11-10	Genes Brain Behav	www.ncbi.nlm.nih.gov/pubmed/20039944	A genome-wide association study identifies multiple loci associated with mathematics ability and disability.	Mathematical ability	600 European ancestry high-performing children, 600 European ancestry low-performing children	1,954 European ancestry children	Affymetrix [358948]	0
2009-12-04	19910028	Mathias RA	2009-11-10	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/19910028	A genome-wide association study on African-ancestry populations for asthma.	Asthma	464 African American cases, 471 African American controls, 355 African Caribbean ancestry cases and 574 African Caribbean ancestry controls from 163 families	994 European ancestry cases, 1,243 European ancestry controls, 2,331 African American cases, 2,874 African American controls	Illumina [~ 644503]	0
2009-12-03	19902172	Palmer ND	2009-11-10	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/19902172	Candidate loci for insulin sensitivity and disposition index from a genome-wide association analysis of Hispanic participants in the Insulin Resistance Atherosclerosis (IRAS) Family Study.	Insulin-related traits	229 Hispanic individuals from 34 families	814 Hispanic family members	Illumina [309200]	0
2013-09-24	19901119	Trevino LR	2009-11-09	J Clin Oncol	www.ncbi.nlm.nih.gov/pubmed/19901119	Germline genetic variation in an organic anion transporter polypeptide associated with methotrexate pharmacokinetics and clinical effects.	Methotrexate phramacokinetics (acute lymphoblastic leukemia)	315 European ancestry cases, 73 African American cases, 5 Asian ancestry cases, 247 cases	NA	Affymetrix [398699]	21
2009-12-04	19893584	Kim JJ	2009-11-06	J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/19893584	Identification of 15 loci influencing height in a Korean population.	Height	8,842 Korean ancestry individuals	NA	Affymetrix [334546]	15
2009-12-04	19897590	Schaefer AS	2009-11-06	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/19897590	A genome-wide association study identifies GLT6D1 as a susceptibility locus for periodontitis.	Periodontitis	283 European ancestry cases, 972 European ancestry controls	155 European ancestry cases, 341 European ancestry controls	Affymetrix [345646]	1
2009-12-03	19890347	Birlea SA	2009-11-05	J Invest Dermatol	www.ncbi.nlm.nih.gov/pubmed/19890347	Genome-wide association study of generalized vitiligo in an isolated European founder population identifies SMOC2, in close proximity to IDDM8.	Vitiligo	32 Romanian founder cases, 44 European ancestry controls	NA	Illumina [297342]	4
2009-12-04	19896111	Medland SE	2009-11-04	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/19896111	Common variants in the trichohyalin gene are associated with straight hair in Europeans.	Hair morphology	4,845 European ancestry individuals from 2,892 families, 16,140 European ancestry individuals	NA	Illumina [~ 1000000] (imputed)	15
2009-12-28	19929986	Craig DW	2009-11-01	Diabet Med	www.ncbi.nlm.nih.gov/pubmed/19929986	Genome-wide SNP genotyping study using pooled DNA to identify candidate markers mediating susceptibility to end-stage renal disease attributed to Type 1 diabetes.	End-stage renal disease	547 European ancestry cases, 549 European ancestry controls	NA	Illumina [474050]	0
2017-10-09	19838195	Gateva V	2009-11-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19838195	A large-scale replication study identifies TNIP1, PRDM1, JAZF1, UHRF1BP1 and IL10 as risk loci for systemic lupus erythematosus.	Systemic lupus erythematosus	1,310 European ancestry cases, 7,859 European ancestry controls	1,963 European ancestry cases, 4,329 European ancestry controls	Illumina [~ 2100000] (imputed)	41
2009-12-01	19880490	Tanaka T	2009-10-30	Blood	www.ncbi.nlm.nih.gov/pubmed/19880490	A genome-wide association analysis of serum iron concentrations.	Iron levels	1,919 European ancestry individuals	569 female indiviuals	Illumina [475322]	1
2009-12-01	19874204	Guo Y	2009-10-29	J Bone Miner Res	www.ncbi.nlm.nih.gov/pubmed/19874204	IL21R and PTH may underlie variation of femoral neck bone mineral density as revealed by a genome-wide association study.	Bone mineral density	983 European ancestry individuals	2,557 European ancestry individuals from 750 families	Affymetrix [342854]	2
2015-04-23	19875614	Paterson AD	2009-10-29	Diabetes	www.ncbi.nlm.nih.gov/pubmed/19875614	A genome-wide association study identifies a novel major locus for glycemic control in type 1 diabetes, as measured by both A1C and glucose.	Glycemic control in type 1 diabetes (HbA1c)	667 European ancestry conventional treatment cases, 637 European ancestry intensive treatment cases	1,382 European ancestry cases	Affymetrix, Illumina [2518578] (imputed)	0
2009-11-30	19875103	Aberg K	2009-10-27	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/19875103	Genomewide association study of movement-related adverse antipsychotic effects.	Response to antipsychotic therapy (extrapyramidal side effects)	421 European ancestry schizophrenia cases, 214 African American schizophrenia cases, 103 schizophrenia cases	NA	Affymetrix [492000]	17
2010-01-07	20029952	Sebastiani P	2009-10-23	Am J Hematol	www.ncbi.nlm.nih.gov/pubmed/20029952	Genetic modifiers of the severity of sickle cell anemia identified through a genome-wide association study.	Sickle cell anemia (severity)	177 African American severe cases, 1,088 African American mild cases	68 African American severe cases, 95 African American mild cases	Illumina [~ 600000]	0
2009-11-18	19851299	Johansson A	2009-10-22	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/19851299	Linkage and genome-wide association analysis of obesity-related phenotypes: association of weight with the MGAT1 gene.	Weight	Up to 3,925 European individuals	NA	Illumina [318237]	9
2009-11-18	19851299	Johansson A	2009-10-22	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/19851299	Linkage and genome-wide association analysis of obesity-related phenotypes: association of weight with the MGAT1 gene.	Body mass index	1,079 South Tyrolian individuals, 790 Dutch founder individuals, 2,060 European ancestry individuals	NA	Illumina [318237]	10
2010-08-18	19853236	Ferreira MA	2009-10-22	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/19853236	Sequence variants in three loci influence monocyte counts and erythrocyte volume.	Hematology traits	2,538 European ancestry individuals, 3,477 individuals	1,543 individuals	Illumina, Perlegen [~ 2500000] (imputed)	6
2009-11-12	19850125	Kim HJ	2009-10-19	Neurobiol Dis	www.ncbi.nlm.nih.gov/pubmed/19850125	Common CYP7A1 promoter polymorphism associated with risk of neuromyelitis optica.	Neuromyelitis optica	53 Korean ancestry cases, 240 Korean ancestry controls	37 Korean ancestry cases	Illumina [288025]	0
2009-11-25	19846067	Garriock HA	2009-10-19	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/19846067	A genomewide association study of citalopram response in major depressive disorder.	Response to citalopram treatment	Up to 659 European ancestry responders, up to 121 African American responders, up to 103 Hispanic responders, 408 European ancestry non-responders, 120 African American non-responders, 80 Hispanic non-responders	NA	Affymetrix [430198]	7
2009-11-09	19838193	Han JW	2009-10-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19838193	Genome-wide association study in a Chinese Han population identifies nine new susceptibility loci for systemic lupus erythematosus.	Systemic lupus erythematosus	1,047 Han Chinese ancestry cases, 1,205 Han Chinese ancestry controls	3,152 Han Chinese ancestry cases, 7,050 Han Chinese ancestry controls	Illumina [493955]	18
